Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;WskaŸnik;Czas uœredniania;Uœredniona wartoœæ;Min;Maks;Liczba pomiarów
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsOlesBrzozo;PM10;24g;28,0;5,3;179,4;365
2017;dolnoœl¹skie;PL0203;miasto Wa³brzych;DsWalbrzWyso;PM10;24g;27,9;4,2;243,0;352
2017;³ódzkie;PL1001;Aglomeracja £ódzka;LdZgieMielcz;PM10;1g;27,8;1,0;313,0;8415
2017;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;PM10;1g;27,7;1,8;750,0;7391
2017;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruWSikor;PM10;1g;27,6;1,0;233,7;8248
2017;mazowieckie;PL1404;strefa mazowiecka;MzKonJezMos;PM10;24g;27,4;3,8;149,6;317
2017;kujawsko-pomorskie;PL0403;miasto W³oc³awek;KpWloclGnia2;PM10;24g;27,4;5,8;175,7;356
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowSolank;PM10;1g;27,4;1,0;244,5;8639
2017;ma³opolskie;PL1203;strefa ma³opolska;MpGorlKrasin;PM10;24g;27,3;5,1;147,6;365
2017;opolskie;PL1602;strefa opolska;OpNysaRodzie;PM10;24g;27,2;2,5;150,0;339
2017;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmIlawAnders;PM10;24g;27,1;5,4;132,7;360
2017;³ódzkie;PL1002;strefa ³ódzka;LdUniejTermy;PM10;24g;27,1;3,0;190,0;339
2017;wielkopolskie;PL3001;Aglomeracja Poznañska;WpPoznSzyman;PM10;24g;27,1;6,6;168,8;324
2017;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM10;1g;27,0;0,3;410,4;8675
2017;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM10;24g;27,0;5,2;160,1;365
2017;dolnoœl¹skie;PL0203;miasto Wa³brzych;DsWalbrzWyso;PM10;1g;26,9;0,0;555,7;8341
2017;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmOstrPilsud;PM10;1g;26,9;0,7;172,5;7763
2017;pomorskie;PL2202;strefa pomorska;PmWejhPlWejh;PM10;24g;26,8;1,0;136,0;333
2017;lubuskie;PL0803;strefa lubuska;LuSulecDudka;PM10;24g;26,8;6,3;106,0;333
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsDzialoszyn;PM10;1g;26,7;0,0;197,8;8291
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowSolank;PM10;24g;26,6;4,1;153,9;365
2017;lubelskie;PL0602;strefa lubelska;LbPulaKarpin;PM10;24g;26,5;4,7;160,2;360
2017;mazowieckie;PL1404;strefa mazowiecka;MzKonJezMos;PM10;1g;26,5;0,1;245,2;8079
2017;œwiêtokrzyskie;PL2602;strefa œwiêtokrzyska;SkSolecZdrojMOB;PM10;24g;26,5;2,4;142,8;349
2017;wielkopolskie;PL3001;Aglomeracja Poznañska;WpPoznPolank;PM10;1g;26,4;1,6;241,8;8651
2017;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczecPrze;PM10;1g;26,4;0,2;284,6;8740
2017;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruDziewu;PM10;24g;26,4;4,3;150,6;365
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;PM10;24g;26,3;1,8;166,8;365
2017;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruDziewu;PM10;1g;26,2;1,0;220,0;7968
2017;œl¹skie;PL2405;strefa œl¹ska;SlZlotPotLes;PM10;1g;26,1;4,2;213,7;8585
2017;mazowieckie;PL1404;strefa mazowiecka;MzOstroHalle;PM10;24g;26,0;2,3;171,3;365
2017;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM10;24g;26,0;6,3;131,8;365
2017;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszArKraj;PM10;1g;26,0;0,3;451,4;8744
2017;wielkopolskie;PL3003;strefa wielkopolska;WpLeszKiepur;PM10;24g;25,9;6,4;110,3;363
2017;wielkopolskie;PL3003;strefa wielkopolska;WpTarPodZach;PM10;24g;25,8;4,2;158,5;359
2017;lubuskie;PL0803;strefa lubuska;LuSulecDudka;PM10;1g;25,6;0,1;298,1;8467
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsZgorBohGet;PM10;24g;25,6;4,3;169,5;359
2017;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;PM10;1g;25,5;0,0;384,3;8544
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsKudowaMOB;PM10;1g;25,5;0,0;367,2;8166
2017;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM10;24g;25,3;5,1;150,2;342
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsPolKasztan;PM10;24g;25,2;4,6;138,7;341
2017;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczAndr01;PM10;1g;25,2;2,0;238,9;8712
2017;œl¹skie;PL2405;strefa œl¹ska;SlUstronSana;PM10;1g;25,1;2,3;328,8;8710
2017;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;PM10;1g;25,0;0,1;316,9;8626
2017;ma³opolskie;PL1203;strefa ma³opolska;MpSuchaNiesz;PM10;24g;25,0;7,5;89,9;139
2017;warmiñsko-mazurskie;PL2802;miasto Elbl¹g;WmElbBazynsk;PM10;1g;25,0;0,1;201,6;8378
2017;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM10;1g;25,0;0,0;383,8;7593
2017;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszArKraj;PM10;24g;24,8;5,4;112,2;365
2017;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM10;24g;24,8;6,5;162,6;352
2017;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczecPrze;PM10;24g;24,8;5,3;126,6;365
2017;pomorskie;PL2202;strefa pomorska;PmMalMicki15;PM10;1g;24,7;1,0;197,0;5962
2017;warmiñsko-mazurskie;PL2802;miasto Elbl¹g;WmElbBazynsk;PM10;24g;24,6;4,0;149,4;360
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;PM10;24g;24,6;2,8;169,9;359
2017;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM10;1g;24,6;0,3;351,9;7458
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLecz08m;PM10;24g;24,3;1,0;145,0;360
2017;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM10;24g;24,2;5,3;104,0;358
2017;œwiêtokrzyskie;PL2602;strefa œwiêtokrzyska;SkOzarOsWzgo;PM10;24g;24,1;2,0;154,0;339
2017;kujawsko-pomorskie;PL0402;miasto Toruñ;KpToruKaszow;PM10;1g;23,9;1,0;245,6;8218
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;PM10;1g;23,8;1,0;181,5;8699
2017;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmElkStadion;PM10;1g;23,6;0,5;368,1;8566
2017;warmiñsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM10;1g;23,4;0,3;158,3;8319
2017;warmiñsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM10;24g;23,4;3,2;105,0;354
2017;pomorskie;PL2202;strefa pomorska;PmKwiSportow;PM10;24g;23,3;1,0;133,0;351
2017;podlaskie;PL2001;Aglomeracja Bia³ostocka;PdBialWarsza;PM10;1g;23,3;0,0;309,2;8330
2017;wielkopolskie;PL3003;strefa wielkopolska;WpBoroDrapal;PM10;1g;23,2;0,2;256,9;8534
2017;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM10;24g;23,2;5,1;129,6;362
2017;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;PM10;1g;22,9;1,0;216,6;7115
2017;pomorskie;PL2202;strefa pomorska;PmMalMicki15;PM10;24g;22,9;1,0;140,0;358
2017;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczPils02;PM10;24g;22,8;5,7;148,1;362
2017;podkarpackie;PL1802;strefa podkarpacka;PkIwonZdrRab;PM10;24g;22,7;4,4;108,0;357
2017;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM10;1g;22,6;0,4;163,6;8505
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyWendy10;PM10;1g;22,3;1,0;240,5;7911
2017;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczAndr01;PM10;24g;22,0;5,6;120,9;365
2017;kujawsko-pomorskie;PL0403;miasto W³oc³awek;KpWloclGniaz;PM10;24g;21,4;5,8;61,9;270
2017;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM10;24g;21,2;4,2;100,9;360
2017;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;PM10;24g;21,0;3,5;104,5;347
2017;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrPark;PM10;1g;21,0;0,7;265,6;8587
2017;podlaskie;PL2001;Aglomeracja Bia³ostocka;PdBialWaszyn;PM10;24g;21,0;2,7;129,7;342
2017;zachodniopomorskie;PL3201;Aglomeracja Szczeciñska;ZpSzczLacz04;PM10;1g;20,9;0,1;281,4;8693
2017;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM10;24g;20,9;3,0;101,0;346
2017;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;PM10;24g;20,7;3,5;109,4;361
2017;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrPark;PM10;24g;20,6;4,3;93,8;364
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyJozBema;PM10;24g;19,8;1,0;133,0;311
2017;dolnoœl¹skie;PL0204;strefa dolnoœl¹ska;DsOsieczow21;PM10;24g;19,6;4,1;137,3;349
2017;pomorskie;PL2202;strefa pomorska;PmLinieKos17;PM10;24g;19,3;1,0;132,0;343
2017;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmGlitajn;PM10;24g;19,1;3,4;88,6;363
2017;mazowieckie;PL1404;strefa mazowiecka;MzGutyDuCzer;PM10;24g;19,0;2,4;120,7;355
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;PM10;1g;18,9;1,0;254,4;8733
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM10;1g;18,4;1,0;270,3;8593
2017;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM10;1g;17,5;1,0;172,5;8088
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;PM10;1g;16,8;1,0;154,3;8701
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;PM10;1g;16,7;1,0;249,1;8213
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;PM10;1g;16,6;0,8;216,0;8154
2017;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM10;24g;16,0;2,9;119,1;318
2017;warmiñsko-mazurskie;PL2803;strefa warmiñsko-mazurska;WmPuszczaBor;PM10;24g;15,5;3,5;75,1;357
2017;podlaskie;PL2002;strefa podlaska;PdAugustoZdrMOB;PM10;1g;15,5;0,8;167,4;4237
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;PM10;1g;15,4;0,6;219,7;8628
2017;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;PM10;1g;13,0;1,0;219,7;8560
