"id_transakcji"	"id_klienta"	"id_asortymentu"	"ilosc"	"data_transakcji"
"F/TR/62638191"	"GeGo10970"	"EG"	7,21	2013-12-23 00:00:00
"F/TR/23397738"	"HePa14485"	"EG"	5,69	2013-12-28 00:00:00
"F/TR/86089641"	"LeDr18756"	"PE"	1,55	2014-8-21 00:00:00
"F/TR/43499822"	"KaKo8968"	"OO"	9,53	2013-6-12 00:00:00
"F/TR/59041892"	"NoWa3696"	"OO"	5,91	2013-1-26 00:00:00
"F/TR/1903945"	"MaCi18646"	"EGE"	5,42	2013-2-4 00:00:00
"F/TR/43124311"	"EfHe4532"	"EGS"	9,41	2014-2-2 00:00:00
"F/TR/97470420"	"TyDa11495"	"EGS"	11,82	2013-2-22 00:00:00
"F/TR/12088465"	"BoKo15059"	"EGS"	9,05	2014-1-17 00:00:00
"F/TR/78486782"	"KoRi6298"	"K"	3,38	2014-8-18 00:00:00
"F/TR/69265881"	"WiGa17237"	"O"	3,29	2013-4-2 00:00:00
"F/TR/76500206"	"GeGo10970"	"OO"	8,04	2013-8-22 00:00:00
"F/TR/77903829"	"ToWi4276"	"M"	8,53	2014-10-14 00:00:00
"F/TR/82163484"	"SaSk11678"	"M"	3,93	2014-1-18 00:00:00
"F/TR/98184983"	"WlKn19880"	"M"	6,61	2014-4-10 00:00:00
"F/TR/79123100"	"TwGe756"	"PE"	4,63	2014-11-1 00:00:00
"F/TR/90905561"	"MaBi18719"	"M"	3,18	2013-12-14 00:00:00
"F/TR/55133950"	"NiKo16324"	"O"	6,53	2014-8-10 00:00:00
"F/TR/27208387"	"LuKl6260"	"K"	10,35	2013-10-29 00:00:00
"F/TR/92178157"	"HeGr10410"	"EGS"	5,86	2014-4-27 00:00:00
"F/TR/73516748"	"LeTa3104"	"EG"	5,45	2014-7-8 00:00:00
"F/TR/39076631"	"LaWa13971"	"EG"	3,68	2014-3-14 00:00:00
"F/TR/84679610"	"LiKr13039"	"EG"	8,42	2014-10-23 00:00:00
"F/TR/16406849"	"LoPr8945"	"PE"	11,51	2013-9-2 00:00:00
"F/TR/71833060"	"DaWe1653"	"OO"	4,62	2014-4-15 00:00:00
"F/TR/1548796"	"IdSz14509"	"OO"	1,60	2014-4-21 00:00:00
"F/TR/98681067"	"WiGr18300"	"EGE"	7,80	2014-9-29 00:00:00
"F/TR/75039923"	"GeSw11750"	"EGS"	7,63	2013-11-5 00:00:00
"F/TR/11521697"	"PaDw10732"	"EGS"	4,75	2014-6-27 00:00:00
"F/TR/32439150"	"SzCh14770"	"EGS"	8,23	2013-2-25 00:00:00
"F/TR/98991514"	"Klsl2160"	"K"	5,39	2014-4-6 00:00:00
"F/TR/77419388"	"IrMa5070"	"O"	9,65	2013-12-23 00:00:00
"F/TR/37620469"	"WaWy13861"	"OO"	10,62	2014-5-1 00:00:00
"F/TR/27554874"	"GeWi9815"	"M"	5,60	2013-12-16 00:00:00
"F/TR/10994069"	"NaGo11221"	"M"	5,85	2013-4-27 00:00:00
"F/TR/59873508"	"UnKa7827"	"M"	11,64	2014-4-22 00:00:00
"F/TR/62460496"	"JuSa9335"	"PE"	2,26	2013-1-14 00:00:00
"F/TR/51312619"	"BeHa3926"	"M"	2,92	2013-6-8 00:00:00
"F/TR/95513033"	"MaBo297"	"O"	2,52	2014-3-15 00:00:00
"F/TR/15334941"	"EwGa15156"	"K"	10,58	2014-10-11 00:00:00
"F/TR/47661873"	"CiPo16033"	"EGS"	1,72	2014-3-5 00:00:00
"F/TR/36468209"	"MaZj4770"	"EG"	9,82	2013-2-3 00:00:00
"F/TR/8621552"	"NoBi2140"	"EG"	5,82	2014-2-28 00:00:00
"F/TR/72890977"	"BoBo12721"	"EG"	6,05	2014-6-10 00:00:00
"F/TR/37951422"	"AdMu2795"	"PE"	10,59	2014-5-17 00:00:00
"F/TR/94341251"	"PaPr13060"	"OO"	6,43	2013-3-20 00:00:00
"F/TR/29491707"	"ToMi10516"	"OO"	11,04	2014-8-7 00:00:00
"F/TR/40900909"	"GaFl10083"	"EGE"	4,85	2013-7-24 00:00:00
"F/TR/85221483"	"PeCz16870"	"EGS"	3,51	2014-6-10 00:00:00
"F/TR/15820349"	"ErJe13688"	"EGS"	3,09	2014-2-2 00:00:00
"F/TR/18558798"	"WiGa17237"	"EGS"	11,51	2013-4-7 00:00:00
"F/TR/98922032"	"DoLi19178"	"K"	7,59	2014-8-11 00:00:00
"F/TR/42901245"	"ElKa17244"	"O"	11,81	2013-9-23 00:00:00
"F/TR/35188976"	"EpIc15319"	"OO"	8,08	2013-10-1 00:00:00
"F/TR/67089782"	"PaSo17256"	"M"	5,55	2014-5-2 00:00:00
"F/TR/85655580"	"IrSz16879"	"M"	6,81	2014-6-29 00:00:00
"F/TR/67781312"	"CzMa5593"	"M"	1,00	2014-5-28 00:00:00
"F/TR/23438615"	"KaKo5437"	"PE"	5,33	2013-5-5 00:00:00
"F/TR/12623689"	"SeRa7193"	"M"	7,93	2013-3-29 00:00:00
"F/TR/33717209"	"ElRu5986"	"O"	1,25	2014-9-8 00:00:00
"F/TR/21582324"	"SeNe8837"	"K"	9,00	2014-7-9 00:00:00
"F/TR/31402831"	"EwBi9379"	"EGS"	6,90	2013-4-25 00:00:00
"F/TR/51644643"	"WaCh2106"	"EG"	4,99	2014-1-28 00:00:00
"F/TR/87704527"	"JoLe1245"	"EG"	8,25	2014-9-3 00:00:00
"F/TR/63401902"	"RoAn9277"	"EG"	10,04	2013-2-18 00:00:00
"F/TR/20107889"	"LeBe9031"	"PE"	7,10	2014-6-29 00:00:00
"F/TR/85448512"	"AmCh14296"	"OO"	4,51	2014-6-26 00:00:00
"F/TR/95441052"	"AbPi16557"	"OO"	1,61	2013-4-4 00:00:00
"F/TR/46694722"	"RaKo4753"	"EGE"	7,02	2013-12-14 00:00:00
"F/TR/78782861"	"HePa3389"	"EGS"	11,18	2013-5-7 00:00:00
"F/TR/71109287"	"TyPi15539"	"EGS"	6,44	2013-4-12 00:00:00
"F/TR/46732745"	"ZiCz7188"	"EGS"	11,21	2013-5-7 00:00:00
"F/TR/85592583"	"EmDe6614"	"K"	3,67	2013-8-12 00:00:00
"F/TR/5073841"	"MaOs1226"	"O"	8,61	2014-10-23 00:00:00
"F/TR/10580600"	"KlJa4539"	"OO"	1,39	2013-4-24 00:00:00
"F/TR/70168185"	"AdSk4813"	"M"	5,59	2014-7-29 00:00:00
"F/TR/20693470"	"swSt14699"	"M"	10,76	2014-8-28 00:00:00
"F/TR/39268492"	"DrGl18643"	"M"	3,07	2013-2-2 00:00:00
"F/TR/47734816"	"SiCh1033"	"PE"	2,53	2013-11-18 00:00:00
"F/TR/91195917"	"PiGl5928"	"M"	5,16	2013-1-30 00:00:00
"F/TR/67321178"	"ArZi173"	"K"	3,45	2013-6-15 00:00:00
"F/TR/67768704"	"ToRu7210"	"EGS"	7,43	2013-1-14 00:00:00
"F/TR/15541477"	"StKi4995"	"EG"	9,03	2013-10-31 00:00:00
"F/TR/62887460"	"BoMi10964"	"EG"	3,06	2013-4-26 00:00:00
"F/TR/83044927"	"DaMa6623"	"EG"	11,84	2014-7-2 00:00:00
"F/TR/40534305"	"ZbFa6468"	"PE"	11,26	2013-1-7 00:00:00
"F/TR/30462016"	"AgAn13347"	"OO"	11,44	2013-9-11 00:00:00
"F/TR/81141845"	"WiSk19277"	"OO"	8,65	2014-11-24 00:00:00
"F/TR/35168086"	"HoKi16664"	"EGE"	10,68	2014-7-18 00:00:00
"F/TR/33971715"	"BoBe14962"	"EGS"	9,11	2013-11-9 00:00:00
"F/TR/86517883"	"StGu7901"	"EGS"	3,31	2014-4-13 00:00:00
"F/TR/25582304"	"DoAj7506"	"EGS"	5,40	2013-2-12 00:00:00
"F/TR/74980460"	"TyKu6092"	"K"	5,03	2014-1-8 00:00:00
"F/TR/33449839"	"WrBr17012"	"O"	7,42	2013-11-6 00:00:00
"F/TR/18944114"	"NiWe2067"	"OO"	8,42	2014-9-25 00:00:00
"F/TR/89815253"	"WaZa10634"	"M"	8,56	2014-1-31 00:00:00
"F/TR/10677688"	"KoBo15488"	"M"	4,53	2013-1-6 00:00:00
"F/TR/89832334"	"PaCh18157"	"PE"	6,81	2013-5-2 00:00:00
"F/TR/63976220"	"CzMa5593"	"M"	10,02	2014-3-14 00:00:00
"F/TR/66340594"	"HePa14485"	"O"	6,96	2013-11-29 00:00:00
"F/TR/51177684"	"AdMu2795"	"K"	4,70	2013-9-27 00:00:00
"F/TR/60499449"	"HePr1912"	"EGS"	2,60	2013-3-11 00:00:00
"F/TR/19835362"	"MaGi17245"	"EG"	10,68	2013-5-16 00:00:00
"F/TR/19020675"	"SiPl2714"	"OO"	10,60	2014-11-28 00:00:00
"F/TR/91178218"	"DaPa12181"	"OO"	11,74	2014-8-5 00:00:00
"F/TR/61181038"	"BoSt65"	"EGE"	8,39	2014-5-23 00:00:00
"F/TR/80316064"	"JaFi16031"	"EGS"	8,80	2013-6-11 00:00:00
"F/TR/38863344"	"MaZa9182"	"EGS"	5,46	2014-7-23 00:00:00
"F/TR/86263053"	"MeZo4159"	"K"	8,85	2014-5-18 00:00:00
"F/TR/12514095"	"WaRa2411"	"O"	9,61	2014-4-22 00:00:00
"F/TR/73896966"	"EwGa15156"	"OO"	6,30	2013-6-22 00:00:00
"F/TR/94606127"	"MoRu11737"	"M"	1,43	2014-5-21 00:00:00
"F/TR/94375368"	"MaZa8513"	"M"	8,59	2014-1-9 00:00:00
"F/TR/48177555"	"MiPa3313"	"M"	1,39	2014-10-3 00:00:00
"F/TR/69861054"	"WeWa17525"	"PE"	3,93	2014-9-13 00:00:00
"F/TR/61503150"	"CiKr11812"	"M"	4,37	2013-12-16 00:00:00
"F/TR/16931768"	"KaGr2247"	"O"	6,41	2013-7-26 00:00:00
"F/TR/96555594"	"WlFl11057"	"K"	1,32	2013-5-31 00:00:00
"F/TR/105249"	"DiPo6129"	"EGS"	11,15	2014-10-4 00:00:00
"F/TR/53693339"	"WiFa6237"	"EG"	5,99	2013-7-22 00:00:00
"F/TR/62432204"	"PrLi9444"	"EG"	5,90	2014-5-24 00:00:00
"F/TR/23610839"	"WiGo1183"	"EG"	7,29	2013-3-11 00:00:00
"F/TR/4214890"	"LePi1092"	"PE"	1,58	2013-5-9 00:00:00
"F/TR/49672569"	"KoBo15488"	"OO"	2,87	2013-11-14 00:00:00
"F/TR/40051236"	"DoCi4092"	"OO"	4,02	2013-2-2 00:00:00
"F/TR/42689305"	"MsPo16165"	"EGE"	5,39	2013-11-30 00:00:00
"F/TR/3427258"	"MaRe11295"	"EGS"	6,07	2013-5-21 00:00:00
"F/TR/30304240"	"ToMh5878"	"EGS"	8,57	2013-9-30 00:00:00
"F/TR/25964714"	"HeBo10258"	"EGS"	4,06	2013-5-4 00:00:00
"F/TR/73686355"	"PaBa1898"	"K"	5,51	2013-7-27 00:00:00
"F/TR/95931252"	"LiOl11601"	"O"	6,73	2013-8-5 00:00:00
"F/TR/65443197"	"SaSk11678"	"OO"	2,39	2013-11-16 00:00:00
"F/TR/88583529"	"MaSz7279"	"M"	1,46	2014-10-2 00:00:00
"F/TR/79472027"	"LeLi2531"	"M"	3,98	2014-11-11 00:00:00
"F/TR/43098016"	"ChEk6415"	"M"	6,82	2014-6-1 00:00:00
"F/TR/47174653"	"SaFi1956"	"PE"	2,78	2013-8-29 00:00:00
"F/TR/10199836"	"HeZe14333"	"M"	8,50	2013-5-13 00:00:00
"F/TR/10833015"	"ZiCi18673"	"O"	1,99	2014-2-14 00:00:00
"F/TR/54993537"	"Bosw13735"	"K"	6,39	2013-8-6 00:00:00
"F/TR/83302024"	"SuKr19942"	"EGS"	7,60	2014-7-6 00:00:00
"F/TR/36469806"	"StCi6131"	"EG"	3,47	2013-6-19 00:00:00
"F/TR/93844776"	"FrPr16075"	"EG"	5,83	2014-4-15 00:00:00
"F/TR/42821973"	"MiBa1683"	"EG"	5,00	2013-12-20 00:00:00
"F/TR/57152199"	"SyGl9833"	"PE"	3,98	2013-1-14 00:00:00
"F/TR/29580333"	"FlMa13185"	"OO"	7,44	2014-8-13 00:00:00
"F/TR/21243393"	"FeDy11905"	"OO"	8,02	2014-10-8 00:00:00
"F/TR/9872947"	"NaDz17239"	"EGE"	4,68	2013-10-19 00:00:00
"F/TR/26103270"	"SuJa13984"	"EGS"	11,30	2014-5-21 00:00:00
"F/TR/20477783"	"KlDz19640"	"EGS"	5,68	2013-12-2 00:00:00
"F/TR/51165892"	"KaCh2056"	"EGS"	1,02	2013-11-20 00:00:00
"F/TR/10528655"	"swKu2523"	"K"	4,51	2014-6-29 00:00:00
"F/TR/84260862"	"MsPo16165"	"O"	4,70	2014-7-17 00:00:00
"F/TR/44106602"	"PuBe12394"	"OO"	1,66	2014-5-22 00:00:00
"F/TR/94407385"	"Jolu8332"	"M"	8,81	2014-7-4 00:00:00
"F/TR/24490178"	"AsSk11771"	"M"	6,64	2013-10-6 00:00:00
"F/TR/24148210"	"AuCh8303"	"M"	1,91	2013-2-4 00:00:00
"F/TR/82414061"	"TeSo2845"	"PE"	6,06	2013-9-30 00:00:00
"F/TR/62671185"	"DeMa11725"	"O"	7,61	2014-2-2 00:00:00
"F/TR/40406637"	"CiBa2408"	"K"	8,57	2013-2-3 00:00:00
"F/TR/67521237"	"HeTa10691"	"EGS"	4,19	2013-6-14 00:00:00
"F/TR/18440180"	"WiTa13870"	"EG"	2,93	2014-9-12 00:00:00
"F/TR/81375493"	"KaSk13785"	"EG"	1,50	2013-5-28 00:00:00
"F/TR/40029477"	"FaWd13663"	"EG"	9,19	2014-5-9 00:00:00
"F/TR/77062871"	"MaZa9182"	"PE"	6,08	2014-2-15 00:00:00
"F/TR/36118571"	"TaCz4798"	"OO"	11,75	2013-7-2 00:00:00
"F/TR/46859984"	"MiNi5855"	"OO"	8,63	2014-11-13 00:00:00
"F/TR/12535657"	"PiSl8479"	"EGE"	4,72	2013-6-1 00:00:00
"F/TR/87317355"	"RoSz15470"	"EGS"	2,57	2014-3-19 00:00:00
"F/TR/22901177"	"SoWa1144"	"EGS"	6,89	2013-6-13 00:00:00
"F/TR/20325589"	"MaSz15852"	"EGS"	2,38	2013-5-26 00:00:00
"F/TR/39357221"	"KaKo1512"	"K"	10,56	2014-9-28 00:00:00
"F/TR/35250204"	"PaSo17256"	"O"	7,73	2013-12-20 00:00:00
"F/TR/8807332"	"LuRy14284"	"OO"	7,03	2013-12-3 00:00:00
"F/TR/28222852"	"IsTu9731"	"M"	3,80	2014-8-21 00:00:00
"F/TR/65901417"	"Syla1329"	"M"	9,42	2013-11-18 00:00:00
"F/TR/3579319"	"KoWa15927"	"M"	1,50	2013-10-14 00:00:00
"F/TR/39035781"	"ChKa7950"	"PE"	11,15	2013-10-17 00:00:00
"F/TR/66755505"	"BeSi17143"	"O"	2,62	2014-9-20 00:00:00
"F/TR/33611850"	"RaKo8977"	"K"	7,39	2014-9-25 00:00:00
"F/TR/96346785"	"JoDr1522"	"EGS"	8,47	2013-4-12 00:00:00
"F/TR/23263405"	"AlCz3315"	"EG"	9,23	2013-1-27 00:00:00
"F/TR/10617184"	"GeMa19363"	"EG"	2,31	2013-3-13 00:00:00
"F/TR/34727718"	"IdSz14509"	"EG"	10,27	2013-1-4 00:00:00
"F/TR/66451471"	"FiPy10297"	"PE"	10,72	2013-8-31 00:00:00
"F/TR/27472030"	"AdCh13603"	"OO"	9,36	2013-10-9 00:00:00
"F/TR/34171248"	"MiKo14398"	"EGE"	7,80	2014-11-15 00:00:00
"F/TR/76773235"	"MiGo17597"	"EGS"	8,51	2014-3-16 00:00:00
"F/TR/78913673"	"ZbKl14288"	"EGS"	4,45	2013-8-11 00:00:00
"F/TR/29035097"	"AgWa14418"	"EGS"	4,32	2013-8-24 00:00:00
"F/TR/65786186"	"zaBr4406"	"K"	3,55	2013-5-22 00:00:00
"F/TR/67430063"	"UnKa7827"	"O"	4,12	2013-9-12 00:00:00
"F/TR/53252457"	"HeWo17263"	"OO"	7,49	2013-8-23 00:00:00
"F/TR/51170422"	"JaFi16031"	"M"	4,26	2013-7-30 00:00:00
"F/TR/86009762"	"EuKa7265"	"M"	11,08	2013-7-10 00:00:00
"F/TR/40647788"	"UrDo15145"	"M"	9,16	2013-4-18 00:00:00
"F/TR/19606133"	"AdRa12111"	"PE"	5,93	2014-9-20 00:00:00
"F/TR/96270969"	"KlDe12738"	"M"	3,66	2014-5-11 00:00:00
"F/TR/71405090"	"MaJu18022"	"O"	9,21	2013-8-24 00:00:00
"F/TR/92537957"	"zaBl12860"	"K"	11,60	2014-9-7 00:00:00
"F/TR/16923689"	"MaZa8513"	"EGS"	6,63	2013-5-4 00:00:00
"F/TR/38038402"	"WaGi1556"	"EG"	7,38	2013-8-17 00:00:00
"F/TR/3341834"	"TyBr12550"	"EG"	6,65	2014-9-22 00:00:00
"F/TR/73996899"	"OtBo19081"	"EG"	9,16	2014-8-27 00:00:00
"F/TR/40333650"	"SiCh1033"	"PE"	6,01	2013-3-9 00:00:00
"F/TR/33171182"	"LaBa12616"	"OO"	5,01	2014-8-1 00:00:00
"F/TR/67160956"	"HeWo13593"	"OO"	7,48	2014-4-30 00:00:00
"F/TR/43099607"	"LiGe16426"	"EGE"	7,23	2013-4-21 00:00:00
"F/TR/72666993"	"Taza4948"	"EGS"	1,25	2014-11-4 00:00:00
"F/TR/95431630"	"MeZo4159"	"EGS"	3,75	2014-4-7 00:00:00
"F/TR/30448174"	"JoLe1245"	"EGS"	7,55	2014-2-19 00:00:00
"F/TR/43311793"	"IlKo1116"	"K"	9,54	2014-4-29 00:00:00
"F/TR/62167110"	"LiGe16426"	"O"	2,67	2013-2-2 00:00:00
"F/TR/85256435"	"SuMe9892"	"OO"	3,71	2014-1-14 00:00:00
"F/TR/96400288"	"RaMo16574"	"M"	10,77	2013-8-20 00:00:00
"F/TR/58877090"	"AtSl16374"	"M"	10,05	2014-1-13 00:00:00
"F/TR/75924374"	"ZbLa2984"	"M"	8,25	2014-4-19 00:00:00
"F/TR/30257806"	"ChKo115"	"PE"	4,61	2013-7-4 00:00:00
"F/TR/40192351"	"GwLe14244"	"M"	1,13	2013-12-31 00:00:00
"F/TR/99976903"	"CzSz5619"	"O"	10,29	2014-9-8 00:00:00
"F/TR/52695661"	"FlDo11389"	"EGS"	3,46	2014-9-13 00:00:00
"F/TR/4187092"	"WyCa15839"	"EG"	3,17	2014-4-29 00:00:00
"F/TR/21568976"	"AmTo16474"	"EG"	9,46	2013-6-3 00:00:00
"F/TR/23001952"	"MaPr6850"	"EG"	7,97	2014-1-13 00:00:00
"F/TR/82958648"	"WiKo7338"	"PE"	5,78	2014-2-8 00:00:00
"F/TR/80864257"	"AdMa6707"	"OO"	4,65	2014-8-8 00:00:00
"F/TR/59805181"	"SpHe12592"	"OO"	8,97	2013-5-9 00:00:00
"F/TR/71251126"	"LeMu3544"	"EGE"	6,85	2014-9-29 00:00:00
"F/TR/70462744"	"UrSz17783"	"EGS"	3,16	2013-6-16 00:00:00
"F/TR/29913906"	"NeCi10219"	"EGS"	7,12	2014-11-26 00:00:00
"F/TR/8458119"	"GaFl10083"	"EGS"	7,35	2014-11-23 00:00:00
"F/TR/98908047"	"WaGi1556"	"K"	1,17	2013-3-2 00:00:00
"F/TR/61311128"	"MaJu17420"	"O"	5,50	2014-9-2 00:00:00
"F/TR/75258703"	"RaMa5462"	"OO"	5,12	2013-8-25 00:00:00
"F/TR/36279016"	"HeZe14333"	"M"	8,64	2014-4-10 00:00:00
"F/TR/95575034"	"ArBi8582"	"M"	3,16	2014-8-4 00:00:00
"F/TR/48185870"	"LeGi7383"	"M"	6,18	2013-5-29 00:00:00
"F/TR/65270395"	"LeFe6058"	"PE"	4,27	2014-5-22 00:00:00
"F/TR/24465323"	"SeWe12811"	"M"	7,69	2014-9-3 00:00:00
"F/TR/86139115"	"MaSz11249"	"O"	5,82	2013-11-17 00:00:00
"F/TR/11642735"	"DoBo5059"	"K"	3,10	2013-2-5 00:00:00
"F/TR/6450922"	"MaTu7751"	"EGS"	2,63	2014-1-9 00:00:00
"F/TR/13633379"	"ZaNi18823"	"EG"	1,84	2014-3-19 00:00:00
"F/TR/4433838"	"ScDo6847"	"EG"	9,20	2013-1-31 00:00:00
"F/TR/63464007"	"BeSz10000"	"EG"	9,01	2013-3-9 00:00:00
"F/TR/45119135"	"HeFa1178"	"PE"	9,30	2014-2-9 00:00:00
"F/TR/59344522"	"SaWa8080"	"OO"	3,30	2013-3-23 00:00:00
"F/TR/7938093"	"MaZj4770"	"OO"	8,26	2014-3-2 00:00:00
"F/TR/10705058"	"AnPy19094"	"EGE"	8,49	2013-4-16 00:00:00
"F/TR/10561970"	"NiKr1399"	"EGS"	2,33	2013-7-8 00:00:00
"F/TR/88008646"	"LeKu11307"	"EGS"	11,93	2013-9-3 00:00:00
"F/TR/73821264"	"DaZd4484"	"EGS"	10,78	2013-4-8 00:00:00
"F/TR/58959803"	"SzBl8188"	"K"	1,38	2013-4-9 00:00:00
"F/TR/34431039"	"BeSa13562"	"O"	6,38	2013-6-4 00:00:00
"F/TR/79022203"	"IgBi12728"	"OO"	4,12	2014-1-18 00:00:00
"F/TR/65859269"	"PrTa684"	"M"	5,82	2014-5-23 00:00:00
"F/TR/51129587"	"HeZe14333"	"M"	1,15	2013-12-28 00:00:00
"F/TR/51928410"	"EpAu16180"	"M"	2,36	2013-3-7 00:00:00
"F/TR/62588888"	"WiGa17237"	"PE"	8,74	2013-10-3 00:00:00
"F/TR/94151446"	"FlDo11389"	"M"	1,58	2013-6-4 00:00:00
"F/TR/66566050"	"zaBr4406"	"O"	6,76	2013-8-18 00:00:00
"F/TR/20232531"	"DePu8703"	"K"	2,84	2014-11-7 00:00:00
"F/TR/8384264"	"BeSi17143"	"EGS"	9,82	2013-1-30 00:00:00
"F/TR/42142049"	"SeNe8837"	"EG"	7,92	2013-9-19 00:00:00
"F/TR/41764840"	"BuWi8499"	"EG"	5,28	2014-7-14 00:00:00
"F/TR/98104188"	"DoHo4441"	"EG"	7,11	2014-1-5 00:00:00
"F/TR/10882529"	"MaKl14103"	"OO"	6,29	2013-8-23 00:00:00
"F/TR/70001052"	"WiPo7245"	"OO"	2,58	2013-11-21 00:00:00
"F/TR/61752128"	"MaZa8513"	"EGE"	3,27	2013-3-4 00:00:00
"F/TR/24609013"	"KaKl13999"	"EGS"	11,84	2014-9-19 00:00:00
"F/TR/46986085"	"WaJa14596"	"EGS"	10,55	2013-12-1 00:00:00
"F/TR/76663140"	"AdKa8930"	"EGS"	1,91	2013-1-1 00:00:00
"F/TR/12781837"	"SuSe996"	"K"	4,69	2013-8-3 00:00:00
"F/TR/73486795"	"GeSw11750"	"O"	4,75	2013-11-26 00:00:00
"F/TR/59033660"	"CaWi9712"	"OO"	10,21	2013-3-25 00:00:00
"F/TR/87528704"	"KsKo5459"	"M"	7,65	2013-6-22 00:00:00
"F/TR/13814923"	"LeCh11168"	"M"	3,66	2013-6-26 00:00:00
"F/TR/78221856"	"GaPr7256"	"M"	8,65	2014-9-14 00:00:00
"F/TR/12663795"	"LoWa9521"	"PE"	4,75	2014-2-3 00:00:00
"F/TR/63346560"	"LuZe9746"	"M"	3,70	2014-3-8 00:00:00
"F/TR/93827589"	"SzMi2478"	"O"	4,02	2013-12-14 00:00:00
"F/TR/90854271"	"AdBr3700"	"K"	4,97	2013-12-27 00:00:00
"F/TR/14683776"	"ArSi18584"	"EGS"	8,64	2013-6-16 00:00:00
"F/TR/5820219"	"MiKo669"	"EG"	2,55	2013-7-23 00:00:00
"F/TR/66658529"	"LeWa710"	"EG"	4,07	2013-1-9 00:00:00
"F/TR/80557760"	"JaEl405"	"EG"	6,55	2014-6-1 00:00:00
"F/TR/53288157"	"IlKu1274"	"PE"	8,64	2013-11-6 00:00:00
"F/TR/34836977"	"SeCh5305"	"OO"	2,22	2013-8-16 00:00:00
"F/TR/88328778"	"SoSy268"	"OO"	3,49	2013-1-16 00:00:00
"F/TR/98493950"	"RaSz8793"	"EGE"	4,18	2013-5-16 00:00:00
"F/TR/57882774"	"MaKo6250"	"EGS"	10,37	2013-6-5 00:00:00
"F/TR/96871300"	"WiOt6029"	"EGS"	10,59	2013-8-14 00:00:00
"F/TR/42996435"	"WiTa13870"	"EGS"	9,20	2014-7-16 00:00:00
"F/TR/23614496"	"NaPa17110"	"K"	8,50	2014-11-7 00:00:00
"F/TR/90477731"	"InRo16359"	"O"	4,15	2014-7-26 00:00:00
"F/TR/62302448"	"Brzo12727"	"OO"	9,65	2014-6-13 00:00:00
"F/TR/4439668"	"StGu7901"	"M"	10,63	2014-3-7 00:00:00
"F/TR/73244178"	"TaBu6726"	"M"	7,54	2014-10-22 00:00:00
"F/TR/45896834"	"IwWo3914"	"M"	1,61	2014-11-23 00:00:00
"F/TR/59259680"	"EdKr13808"	"PE"	4,55	2013-8-11 00:00:00
"F/TR/63697726"	"ZbKa18575"	"M"	9,51	2013-10-10 00:00:00
"F/TR/50119057"	"DoJa4090"	"O"	8,78	2013-6-15 00:00:00
"F/TR/12173913"	"PiGl5928"	"K"	9,93	2013-4-18 00:00:00
"F/TR/36455213"	"HoGe9069"	"EGS"	1,99	2014-11-5 00:00:00
"F/TR/68547697"	"ZbSp7717"	"EG"	9,89	2014-8-12 00:00:00
"F/TR/3309025"	"KsCh13208"	"EG"	5,39	2013-3-9 00:00:00
"F/TR/39834163"	"WiMa8361"	"EG"	9,50	2013-3-18 00:00:00
"F/TR/76843558"	"GaWa6241"	"PE"	6,15	2013-8-30 00:00:00
"F/TR/56055834"	"PrMi8458"	"OO"	5,68	2013-4-10 00:00:00
"F/TR/87477625"	"WrPe4206"	"OO"	7,32	2013-3-11 00:00:00
"F/TR/47189347"	"KoLu15183"	"EGE"	10,67	2013-11-9 00:00:00
"F/TR/40696435"	"Klsl2160"	"EGS"	5,42	2013-6-29 00:00:00
"F/TR/36992743"	"PaBo16383"	"EGS"	2,08	2014-2-18 00:00:00
"F/TR/34500071"	"TaJa13799"	"EGS"	2,02	2014-9-9 00:00:00
"F/TR/88084771"	"IrLi18083"	"K"	8,85	2013-7-14 00:00:00
"F/TR/71969104"	"BoGr8895"	"O"	7,91	2013-7-28 00:00:00
"F/TR/47322571"	"swGo18791"	"OO"	4,70	2014-9-28 00:00:00
"F/TR/95348231"	"MeZo4159"	"M"	3,60	2013-6-8 00:00:00
"F/TR/10536686"	"BaCi231"	"M"	2,81	2013-6-2 00:00:00
"F/TR/39941631"	"AsSk11771"	"M"	11,86	2013-6-28 00:00:00
"F/TR/70909682"	"GeKo13210"	"PE"	5,42	2014-8-20 00:00:00
"F/TR/28963892"	"SiHu11027"	"M"	3,86	2014-10-24 00:00:00
"F/TR/96793613"	"BoGr8895"	"O"	8,84	2014-5-25 00:00:00
"F/TR/32369015"	"GaBu921"	"K"	6,50	2014-11-18 00:00:00
"F/TR/88524075"	"FoDo17451"	"EGS"	8,56	2014-1-13 00:00:00
"F/TR/86111287"	"ScDo6847"	"EG"	2,36	2013-3-28 00:00:00
"F/TR/74933573"	"MaPr6850"	"EG"	6,01	2013-3-6 00:00:00
"F/TR/34887718"	"MaKo6250"	"EG"	11,48	2014-3-3 00:00:00
"F/TR/18055142"	"NiSz9526"	"PE"	6,97	2014-1-30 00:00:00
"F/TR/85438598"	"SiFa9985"	"OO"	9,20	2013-12-25 00:00:00
"F/TR/62141855"	"IsMe19194"	"OO"	9,29	2013-6-22 00:00:00
"F/TR/48106947"	"KsCh13208"	"EGE"	3,09	2013-10-22 00:00:00
"F/TR/12383923"	"AbMo14159"	"EGS"	6,88	2013-4-19 00:00:00
"F/TR/70442002"	"LuPo6335"	"EGS"	6,27	2013-11-12 00:00:00
