Id_oceny	Data	Id_ucznia	Id_przedmiotu	Ocena
7624	2014-11-07	676/2013	1	4
7625	2014-11-07	709/2014	1	2
7626	2014-11-07	422/2012	5	5
7627	2014-11-07	634/2013	5	2
7628	2014-11-07	651/2013	1	5
7629	2014-11-07	786/2014	5	3
7630	2014-11-07	733/2014	5	3
7631	2014-11-07	861/2014	4	2
7632	2014-11-07	764/2014	3	3
7633	2014-11-07	704/2014	8	4
7634	2014-11-07	743/2014	10	3
7635	2014-11-07	524/2013	2	4
7636	2014-11-07	852/2014	9	2
7637	2014-11-07	777/2014	1	3
7638	2014-11-07	866/2014	17	5
7639	2014-11-07	705/2014	5	2
7640	2014-11-07	785/2014	10	4
7641	2014-11-07	876/2014	5	3
7642	2014-11-07	208/2011	3	2
7643	2014-11-07	876/2014	5	4
7644	2014-11-07	653/2013	21	4
7645	2014-11-07	833/2014	19	4
7646	2014-11-07	774/2014	6	1
7647	2014-11-07	556/2013	1	2
7648	2014-11-07	239/2011	4	2
7649	2014-11-07	704/2014	14	3
7650	2014-11-07	718/2014	17	3
7651	2014-11-07	386/2012	22	5
7652	2014-11-07	805/2014	3	2
7653	2014-11-07	739/2014	7	3
7654	2014-11-07	691/2013	1	5
7655	2014-11-07	223/2011	4	2
7656	2014-11-07	698/2013	1	3
7657	2014-11-07	224/2011	10	4
7658	2014-11-07	746/2014	8	3
7659	2014-11-07	241/2011	4	3
7660	2014-11-07	707/2014	7	2
7661	2014-11-07	550/2013	1	4
7662	2014-11-07	229/2011	1	2
7663	2014-11-07	741/2014	5	4
7664	2014-11-07	623/2013	5	3
7665	2014-11-07	392/2012	16	4
7666	2014-11-07	832/2014	7	3
7667	2014-11-07	878/2014	17	4
7668	2014-11-07	838/2014	6	3
7669	2014-11-07	721/2014	3	4
7670	2014-11-07	736/2014	5	3
7671	2014-11-07	287/2012	2	3
7672	2014-11-07	692/2013	24	4
7673	2014-11-07	828/2014	10	5
7674	2014-11-07	801/2014	19	1
7675	2014-11-07	537/2013	1	3
7676	2014-11-07	334/2012	10	3
7677	2014-11-07	277/2012	22	5
7678	2014-11-07	740/2014	13	4
7679	2014-11-07	521/2013	5	3
7680	2014-11-07	385/2012	1	3
7681	2014-11-07	724/2014	6	2
7682	2014-11-07	614/2013	10	3
7683	2014-11-07	838/2014	10	4
7684	2014-11-07	833/2014	7	3
7685	2014-11-07	292/2012	3	5
7686	2014-11-07	765/2014	1	5
7687	2014-11-07	832/2014	6	2
7688	2014-11-07	485/2012	16	2
7689	2014-11-07	199/2011	2	4
7690	2014-11-07	212/2011	1	1
7691	2014-11-07	700/2013	20	4
7692	2014-11-07	877/2014	9	2
7693	2014-11-07	743/2014	4	2
7694	2014-11-07	655/2013	4	3
7695	2014-11-07	615/2013	3	5
7696	2014-11-07	744/2014	10	3
7697	2014-11-07	782/2014	2	3
7698	2014-11-07	781/2014	5	4
7699	2014-11-07	853/2014	1	3
7700	2014-11-07	245/2011	2	3
7701	2014-11-07	784/2014	10	6
7702	2014-11-07	721/2014	19	3
7703	2014-11-07	692/2013	2	5
7704	2014-11-07	661/2013	3	2
7705	2014-11-07	828/2014	14	3
7706	2014-11-07	137/2011	15	4
7707	2014-11-07	817/2014	3	5
7708	2014-11-07	625/2013	15	1
7709	2014-11-07	692/2013	2	3
7710	2014-11-07	757/2014	6	2
7711	2014-11-07	364/2012	2	3
7712	2014-11-07	564/2013	4	1
7713	2014-11-07	554/2013	1	3
7714	2014-11-07	805/2014	6	2
7715	2014-11-07	768/2014	10	3
7716	2014-11-07	498/2012	4	3
7717	2014-11-07	490/2012	22	3
7718	2014-11-07	581/2013	4	2
7719	2014-11-07	541/2013	3	5
7720	2014-11-07	138/2011	4	3
7721	2014-11-07	339/2012	25	6
7722	2014-11-07	874/2014	7	2
7723	2014-11-07	830/2014	12	3
7724	2014-11-07	622/2013	3	3
7725	2014-11-07	831/2014	1	3
7726	2014-11-07	884/2014	17	3
7727	2014-11-07	139/2011	25	2
7728	2014-11-07	497/2012	3	6
7729	2014-11-07	610/2013	24	2
7730	2014-11-07	787/2014	7	1
7731	2014-11-07	424/2012	3	2
7732	2014-11-07	124/2011	10	3
7733	2014-11-07	725/2014	7	3
7734	2014-11-07	880/2014	19	3
7735	2014-11-07	338/2012	3	2
7736	2014-11-07	477/2012	3	6
7737	2014-11-07	822/2014	10	4
7738	2014-11-07	319/2012	24	3
7739	2014-11-07	729/2014	6	3
7740	2014-11-07	631/2013	3	3
7741	2014-11-07	713/2014	18	2
7742	2014-11-07	796/2014	12	3
7743	2014-11-07	639/2013	3	3
7744	2014-11-07	878/2014	14	5
7745	2014-11-07	249/2011	26	2
7746	2014-11-07	521/2013	2	2
7747	2014-11-07	585/2013	5	4
7748	2014-11-07	517/2013	3	6
7749	2014-11-07	759/2014	7	2
7750	2014-11-07	848/2014	2	5
7751	2014-11-07	673/2013	5	2
7752	2014-11-07	638/2013	5	2
7753	2014-11-07	883/2014	8	4
7754	2014-11-07	749/2014	9	4
7755	2014-11-07	417/2012	10	5
7756	2014-11-07	642/2013	10	3
7757	2014-11-07	719/2014	9	4
7758	2014-11-07	763/2014	4	5
7759	2014-11-07	245/2011	10	3
7760	2014-11-07	324/2012	22	5
7761	2014-11-07	421/2012	4	3
7762	2014-11-07	225/2011	26	2
7763	2014-11-07	777/2014	5	4
7764	2014-11-07	368/2012	5	5
7765	2014-11-07	535/2013	3	4
7766	2014-11-07	516/2013	3	5
7767	2014-11-07	835/2014	9	4
7768	2014-11-07	645/2013	5	2
7769	2014-11-07	779/2014	5	4
7770	2014-11-07	485/2012	5	5
7771	2014-11-07	128/2011	3	2
7772	2014-11-07	780/2014	9	4
7773	2014-11-07	875/2014	14	6
7774	2014-11-07	639/2013	1	5
7775	2014-11-07	581/2013	1	6
7776	2014-11-07	807/2014	11	2
7777	2014-11-07	439/2012	1	4
7778	2014-11-07	583/2013	21	2
7779	2014-11-07	854/2014	6	3
7780	2014-11-07	765/2014	6	2
7781	2014-11-07	824/2014	9	2
7782	2014-11-07	877/2014	1	3
7783	2014-11-07	862/2014	11	4
7784	2014-11-07	365/2012	2	5
7785	2014-11-07	604/2013	5	2
7786	2014-11-07	879/2014	18	5
7787	2014-11-07	265/2011	2	4
7788	2014-11-07	286/2012	3	4
7789	2014-11-07	811/2014	14	6
7790	2014-11-07	132/2011	2	4
7791	2014-11-07	665/2013	5	2
7792	2014-11-07	384/2012	1	3
7793	2014-11-07	854/2014	2	4
7794	2014-11-07	155/2011	1	4
7795	2014-11-07	701/2014	2	2
7796	2014-11-07	755/2014	1	3
7797	2014-11-07	747/2014	10	3
7798	2014-11-07	141/2011	3	2
7799	2014-11-07	815/2014	10	6
7800	2014-11-07	414/2012	2	3
7801	2014-11-07	877/2014	1	4
7802	2014-11-07	275/2012	1	4
7803	2014-11-07	465/2012	4	5
7804	2014-11-10	616/2013	2	3
7805	2014-11-10	456/2012	26	4
7806	2014-11-10	178/2011	4	4
7807	2014-11-10	668/2013	10	3
7808	2014-11-10	313/2012	4	4
7809	2014-11-10	793/2014	7	4
7810	2014-11-10	532/2013	2	2
7811	2014-11-10	735/2014	2	3
7812	2014-11-10	793/2014	9	5
7813	2014-11-10	468/2012	5	3
7814	2014-11-10	803/2014	7	3
7815	2014-11-10	777/2014	1	5
7816	2014-11-10	527/2013	4	5
7817	2014-11-10	387/2012	25	3
7818	2014-11-10	792/2014	18	2
7819	2014-11-10	805/2014	15	5
7820	2014-11-10	375/2012	15	5
7821	2014-11-10	822/2014	4	4
7822	2014-11-10	615/2013	1	4
7823	2014-11-10	287/2012	3	2
7824	2014-11-10	632/2013	1	5
7825	2014-11-10	652/2013	24	2
7826	2014-11-10	659/2013	21	3
7827	2014-11-10	544/2013	1	4
7828	2014-11-10	423/2012	26	5
7829	2014-11-10	837/2014	13	3
7830	2014-11-10	819/2014	4	4
7831	2014-11-10	253/2011	4	2
7832	2014-11-10	372/2012	4	3
7833	2014-11-10	208/2011	1	6
7834	2014-11-10	731/2014	10	3
7835	2014-11-10	670/2013	24	4
7836	2014-11-10	449/2012	3	2
7837	2014-11-10	875/2014	1	4
7838	2014-11-10	629/2013	22	4
7839	2014-11-10	691/2013	5	3
7840	2014-11-10	794/2014	17	4
7841	2014-11-10	486/2012	5	2
7842	2014-11-10	350/2012	5	3
7843	2014-11-10	203/2011	2	5
7844	2014-11-10	808/2014	2	4
7845	2014-11-10	549/2013	5	4
7846	2014-11-10	263/2011	4	5
7847	2014-11-10	134/2011	2	5
7848	2014-11-10	734/2014	1	4
7849	2014-11-10	189/2011	1	2
7850	2014-11-10	613/2013	23	4
7851	2014-11-10	549/2013	1	2
7852	2014-11-10	764/2014	6	2
7853	2014-11-10	616/2013	2	2
7854	2014-11-10	674/2013	23	2
7855	2014-11-10	819/2014	9	5
7856	2014-11-10	846/2014	4	4
7857	2014-11-10	690/2013	5	2
7858	2014-11-10	809/2014	1	2
7859	2014-11-10	881/2014	7	2
7860	2014-11-10	620/2013	2	3
7861	2014-11-10	719/2014	5	4
7862	2014-11-10	709/2014	7	3
7863	2014-11-10	812/2014	8	3
7864	2014-11-10	663/2013	5	3
7865	2014-11-10	636/2013	3	5
7866	2014-11-10	417/2012	5	4
7867	2014-11-10	221/2011	2	2
7868	2014-11-10	328/2012	4	3
7869	2014-11-10	380/2012	4	5
7870	2014-11-10	716/2014	17	2
7871	2014-11-10	710/2014	2	4
7872	2014-11-10	420/2012	1	4
7873	2014-11-10	721/2014	2	5
7874	2014-11-10	766/2014	4	4
7875	2014-11-10	819/2014	7	3
7876	2014-11-10	463/2012	1	4
7877	2014-11-10	347/2012	3	5
7878	2014-11-10	769/2014	9	2
7879	2014-11-10	716/2014	8	4
7880	2014-11-10	620/2013	3	4
7881	2014-11-10	862/2014	7	3
7882	2014-11-10	328/2012	4	3
7883	2014-11-10	845/2014	9	2
7884	2014-11-10	617/2013	1	3
7885	2014-11-10	835/2014	10	3
7886	2014-11-10	741/2014	3	4
7887	2014-11-10	400/2012	10	3
7888	2014-11-10	469/2012	5	2
7889	2014-11-10	708/2014	12	3
7890	2014-11-10	695/2013	1	4
7891	2014-11-10	393/2012	1	2
7892	2014-11-10	802/2014	10	6
7893	2014-11-10	839/2014	3	2
7894	2014-11-10	751/2014	3	2
7895	2014-11-10	163/2011	4	2
7896	2014-11-10	823/2014	3	2
7897	2014-11-10	581/2013	23	3
7898	2014-11-10	644/2013	10	3
7899	2014-11-10	332/2012	25	5
7900	2014-11-10	848/2014	12	2
7901	2014-11-10	568/2013	3	3
7902	2014-11-10	699/2013	4	4
7903	2014-11-10	880/2014	9	2
7904	2014-11-10	577/2013	1	3
7905	2014-11-10	538/2013	3	6
7906	2014-11-10	343/2012	3	5
7907	2014-11-10	765/2014	4	2
7908	2014-11-10	779/2014	8	2
7909	2014-11-10	455/2012	25	1
7910	2014-11-10	797/2014	1	4
7911	2014-11-10	841/2014	5	5
7912	2014-11-10	842/2014	9	2
7913	2014-11-10	777/2014	7	4
7914	2014-11-10	673/2013	15	4
7915	2014-11-10	515/2013	15	4
7916	2014-11-10	844/2014	2	2
7917	2014-11-10	827/2014	9	6
7918	2014-11-10	619/2013	5	4
7919	2014-11-10	776/2014	6	4
7920	2014-11-10	363/2012	2	5
7921	2014-11-10	522/2013	5	4
7922	2014-11-10	281/2012	25	4
7923	2014-11-10	693/2013	1	3
7924	2014-11-10	766/2014	10	4
7925	2014-11-10	675/2013	15	4
7926	2014-11-10	708/2014	2	5
7927	2014-11-10	428/2012	2	2
7928	2014-11-10	847/2014	9	6
7929	2014-11-10	653/2013	2	3
7930	2014-11-10	383/2012	5	6
7931	2014-11-10	362/2012	1	6
7932	2014-11-10	497/2012	2	3
7933	2014-11-10	810/2014	7	2
7934	2014-11-10	369/2012	2	2
7935	2014-11-10	838/2014	2	6
7936	2014-11-10	231/2011	4	3
7937	2014-11-10	357/2012	1	2
7938	2014-11-10	731/2014	7	2
7939	2014-11-10	785/2014	11	5
7940	2014-11-10	209/2011	26	3
7941	2014-11-10	817/2014	9	3
7942	2014-11-10	261/2011	2	5
7943	2014-11-10	431/2012	25	3
7944	2014-11-10	246/2011	4	2
7945	2014-11-10	749/2014	15	4
7946	2014-11-10	825/2014	7	4
7947	2014-11-10	635/2013	1	3
7948	2014-11-10	165/2011	4	3
7949	2014-11-10	749/2014	7	3
7950	2014-11-10	680/2013	5	3
7951	2014-11-10	743/2014	9	3
7952	2014-11-10	738/2014	7	3
7953	2014-11-10	678/2013	2	3
7954	2014-11-10	842/2014	3	5
7955	2014-11-10	653/2013	24	2
7956	2014-11-10	833/2014	7	2
7957	2014-11-10	773/2014	17	4
7958	2014-11-10	304/2012	3	3
7959	2014-11-10	764/2014	19	4
7960	2014-11-10	583/2013	15	2
7961	2014-11-10	240/2011	3	5
7962	2014-11-10	628/2013	20	3
7963	2014-11-10	877/2014	11	4
7964	2014-11-10	711/2014	3	2
7965	2014-11-10	574/2013	2	2
7966	2014-11-10	860/2014	6	1
7967	2014-11-10	767/2014	3	3
7968	2014-11-10	648/2013	15	3
7969	2014-11-10	501/2012	5	2
7970	2014-11-10	775/2014	7	2
7971	2014-11-10	807/2014	13	6
7972	2014-11-10	189/2011	25	4
7973	2014-11-10	739/2014	15	2
7974	2014-11-10	883/2014	15	6
7975	2014-11-10	808/2014	19	2
7976	2014-11-10	874/2014	3	3
7977	2014-11-10	719/2014	11	2
7978	2014-11-10	148/2011	1	3
7979	2014-11-10	755/2014	8	3
7980	2014-11-10	554/2013	10	2
7981	2014-11-10	393/2012	4	2
7982	2014-11-10	784/2014	8	3
7983	2014-11-10	764/2014	2	5
7984	2014-11-10	239/2011	15	2
7985	2014-11-10	721/2014	1	3
7986	2014-11-10	747/2014	10	3
7987	2014-11-10	808/2014	12	4
7988	2014-11-10	745/2014	9	5
7989	2014-11-10	165/2011	1	2
7990	2014-11-10	821/2014	9	2
7991	2014-11-10	849/2014	19	2
7992	2014-11-10	195/2011	26	2
7993	2014-11-10	716/2014	1	3
7994	2014-11-11	747/2014	18	2
7995	2014-11-11	799/2014	12	2
7996	2014-11-11	482/2012	22	3
7997	2014-11-11	258/2011	27	2
7998	2014-11-11	625/2013	3	5
7999	2014-11-11	530/2013	4	3
8000	2014-11-11	862/2014	5	4
8001	2014-11-11	840/2014	12	6
8002	2014-11-11	284/2012	5	6
8003	2014-11-11	555/2013	23	2
8004	2014-11-11	710/2014	1	5
8005	2014-11-11	771/2014	7	2
8006	2014-11-11	784/2014	2	3
8007	2014-11-11	478/2012	2	3
8008	2014-11-11	635/2013	23	3
8009	2014-11-11	715/2014	5	2
8010	2014-11-11	803/2014	18	5
8011	2014-11-11	832/2014	2	6
8012	2014-11-11	231/2011	2	3
8013	2014-11-11	539/2013	3	6
8014	2014-11-11	732/2014	11	3
8015	2014-11-11	868/2014	7	1
8016	2014-11-11	749/2014	3	3
8017	2014-11-11	650/2013	22	2
8018	2014-11-11	833/2014	5	4
8019	2014-11-11	726/2014	8	5
8020	2014-11-11	780/2014	15	4
8021	2014-11-11	841/2014	5	4
8022	2014-11-11	669/2013	2	3
8023	2014-11-11	220/2011	4	5
8024	2014-11-11	130/2011	3	5
8025	2014-11-11	195/2011	27	3
8026	2014-11-11	823/2014	8	3
8027	2014-11-11	778/2014	6	2
8028	2014-11-11	193/2011	2	2
8029	2014-11-11	351/2012	15	4
8030	2014-11-11	769/2014	18	2
8031	2014-11-11	837/2014	17	3
8032	2014-11-11	499/2012	22	5
8033	2014-11-11	202/2011	4	2
8034	2014-11-11	383/2012	15	5
8035	2014-11-11	741/2014	10	1
8036	2014-11-11	864/2014	9	5
8037	2014-11-11	499/2012	5	2
8038	2014-11-11	777/2014	15	5
8039	2014-11-11	710/2014	1	4
8040	2014-11-11	736/2014	5	2
8041	2014-11-11	659/2013	23	2
8042	2014-11-11	487/2012	3	4
8043	2014-11-11	821/2014	1	3
8044	2014-11-11	756/2014	1	3
8045	2014-11-11	756/2014	19	4
8046	2014-11-11	745/2014	15	2
8047	2014-11-11	524/2013	2	6
8048	2014-11-11	734/2014	17	6
8049	2014-11-11	617/2013	3	3
8050	2014-11-11	836/2014	19	3
8051	2014-11-11	354/2012	24	2
8052	2014-11-11	508/2012	3	2
8053	2014-11-11	438/2012	2	5
8054	2014-11-11	550/2013	4	2
8055	2014-11-11	300/2012	1	2
8056	2014-11-11	711/2014	6	4
8057	2014-11-11	831/2014	7	3
8058	2014-11-11	221/2011	1	5
8059	2014-11-11	700/2013	24	3
8060	2014-11-11	777/2014	7	2
8061	2014-11-11	644/2013	4	4
8062	2014-11-11	736/2014	4	4
8063	2014-11-11	635/2013	4	3
8064	2014-11-11	664/2013	24	2
8065	2014-11-11	599/2013	3	6
8066	2014-11-11	279/2012	1	3
8067	2014-11-11	628/2013	4	4
8068	2014-11-11	581/2013	15	4
8069	2014-11-11	883/2014	1	5
8070	2014-11-11	844/2014	1	3
8071	2014-11-11	154/2011	4	1
8072	2014-11-11	600/2013	1	4
8073	2014-11-11	879/2014	9	5
8074	2014-11-11	875/2014	7	2
8075	2014-11-11	400/2012	1	2
8076	2014-11-11	531/2013	5	2
8077	2014-11-11	703/2014	5	4
8078	2014-11-11	710/2014	2	1
8079	2014-11-11	862/2014	3	3
8080	2014-11-11	798/2014	18	5
8081	2014-11-11	660/2013	10	3
8082	2014-11-11	718/2014	4	5
8083	2014-11-11	863/2014	8	2
8084	2014-11-11	383/2012	10	2
8085	2014-11-11	568/2013	1	4
8086	2014-11-11	869/2014	5	2
8087	2014-11-11	832/2014	4	1
8088	2014-11-11	695/2013	5	2
8089	2014-11-11	802/2014	10	2
8090	2014-11-11	257/2011	4	3
8091	2014-11-11	776/2014	12	3
8092	2014-11-11	526/2013	24	2
8093	2014-11-11	839/2014	2	2
8094	2014-11-11	541/2013	5	2
8095	2014-11-11	397/2012	4	3
8096	2014-11-11	538/2013	2	4
8097	2014-11-11	860/2014	2	6
8098	2014-11-11	757/2014	1	4
8099	2014-11-11	395/2012	5	5
8100	2014-11-11	620/2013	5	4
8101	2014-11-11	151/2011	4	4
8102	2014-11-11	778/2014	3	3
8103	2014-11-11	384/2012	26	5
8104	2014-11-11	773/2014	5	3
8105	2014-11-11	659/2013	21	3
8106	2014-11-11	446/2012	22	4
8107	2014-11-11	701/2014	11	3
8108	2014-11-11	371/2012	16	4
8109	2014-11-11	245/2011	3	2
8110	2014-11-11	607/2013	1	5
8111	2014-11-11	471/2012	15	3
8112	2014-11-11	815/2014	13	3
8113	2014-11-11	783/2014	3	3
8114	2014-11-11	326/2012	3	4
8115	2014-11-11	715/2014	10	4
8116	2014-11-11	648/2013	21	2
8117	2014-11-11	434/2012	16	5
8118	2014-11-11	778/2014	7	3
8119	2014-11-11	808/2014	10	5
8120	2014-11-11	406/2012	4	5
8121	2014-11-11	569/2013	4	1
8122	2014-11-11	734/2014	2	3
8123	2014-11-11	857/2014	9	3
8124	2014-11-11	730/2014	3	5
8125	2014-11-11	180/2011	2	5
8126	2014-11-11	225/2011	3	3
8127	2014-11-11	668/2013	5	3
8128	2014-11-11	225/2011	4	4
8129	2014-11-11	735/2014	9	6
8130	2014-11-11	384/2012	1	3
8131	2014-11-11	594/2013	15	3
8132	2014-11-11	395/2012	2	5
8133	2014-11-11	670/2013	2	2
8134	2014-11-11	612/2013	10	2
8135	2014-11-11	671/2013	3	1
8136	2014-11-11	533/2013	5	2
8137	2014-11-11	206/2011	1	3
8138	2014-11-11	128/2011	15	4
8139	2014-11-11	575/2013	1	3
8140	2014-11-11	858/2014	2	4
8141	2014-11-11	808/2014	19	2
8142	2014-11-11	864/2014	11	4
8143	2014-11-11	181/2011	4	3
8144	2014-11-11	845/2014	13	1
8145	2014-11-11	703/2014	13	3
8146	2014-11-11	297/2012	15	4
8147	2014-11-11	577/2013	23	2
8148	2014-11-11	776/2014	18	1
8149	2014-11-11	254/2011	3	3
8150	2014-11-11	829/2014	11	3
8151	2014-11-11	255/2011	4	3
8152	2014-11-11	169/2011	3	1
8153	2014-11-11	863/2014	7	3
8154	2014-11-11	707/2014	18	6
8155	2014-11-11	411/2012	15	2
8156	2014-11-11	796/2014	10	2
8157	2014-11-11	523/2013	3	6
8158	2014-11-11	421/2012	1	4
8159	2014-11-11	836/2014	17	4
8160	2014-11-11	483/2012	2	5
8161	2014-11-11	587/2013	24	5
8162	2014-11-11	721/2014	7	2
8163	2014-11-11	626/2013	3	2
8164	2014-11-11	792/2014	5	4
8165	2014-11-11	835/2014	14	5
8166	2014-11-11	603/2013	2	4
8167	2014-11-11	267/2011	1	3
8168	2014-11-11	735/2014	1	1
8169	2014-11-11	780/2014	19	6
8170	2014-11-11	766/2014	5	1
8171	2014-11-11	711/2014	11	1
8172	2014-11-11	855/2014	15	4
8173	2014-11-11	775/2014	5	5
8174	2014-11-11	633/2013	5	3
8175	2014-11-11	260/2011	1	2
8176	2014-11-11	753/2014	7	4
8177	2014-11-11	367/2012	1	4
8178	2014-11-11	641/2013	1	4
8179	2014-11-11	516/2013	22	3
8180	2014-11-11	710/2014	4	4
8181	2014-11-11	857/2014	14	4
8182	2014-11-11	730/2014	10	2
8183	2014-11-11	146/2011	26	2
8184	2014-11-12	668/2013	3	4
8185	2014-11-12	599/2013	3	6
8186	2014-11-12	694/2013	3	3
8187	2014-11-12	132/2011	25	4
8188	2014-11-12	627/2013	5	3
8189	2014-11-12	578/2013	20	4
8190	2014-11-12	308/2012	22	4
8191	2014-11-12	357/2012	2	2
8192	2014-11-12	788/2014	4	5
8193	2014-11-12	604/2013	1	4
8194	2014-11-12	701/2014	9	5
8195	2014-11-12	496/2012	1	4
8196	2014-11-12	711/2014	6	3
8197	2014-11-12	471/2012	3	4
8198	2014-11-12	836/2014	6	4
8199	2014-11-12	563/2013	3	4
8200	2014-11-12	561/2013	3	2
8201	2014-11-12	736/2014	18	5
8202	2014-11-12	374/2012	16	3
8203	2014-11-12	715/2014	14	3
8204	2014-11-12	828/2014	8	2
8205	2014-11-12	571/2013	21	3
8206	2014-11-12	768/2014	12	3
8207	2014-11-12	817/2014	5	3
8208	2014-11-12	839/2014	6	2
8209	2014-11-12	332/2012	24	3
8210	2014-11-12	855/2014	3	2
8211	2014-11-12	470/2012	2	4
8212	2014-11-12	454/2012	26	3
8213	2014-11-12	536/2013	4	4
8214	2014-11-12	823/2014	3	5
8215	2014-11-12	783/2014	15	6
8216	2014-11-12	700/2013	4	2
8217	2014-11-12	757/2014	2	3
8218	2014-11-12	579/2013	4	3
8219	2014-11-12	483/2012	2	2
8220	2014-11-12	824/2014	2	4
8221	2014-11-12	745/2014	4	5
8222	2014-11-12	805/2014	11	6
8223	2014-11-12	782/2014	18	2
8224	2014-11-12	222/2011	26	3
8225	2014-11-12	861/2014	3	3
8226	2014-11-12	740/2014	12	3
8227	2014-11-12	694/2013	22	2
8228	2014-11-12	564/2013	22	5
8229	2014-11-12	780/2014	4	2
8230	2014-11-12	781/2014	17	1
8231	2014-11-12	562/2013	4	5
8232	2014-11-12	716/2014	8	2
8233	2014-11-12	728/2014	14	5
8234	2014-11-12	590/2013	24	2
8235	2014-11-12	596/2013	4	3
8236	2014-11-12	857/2014	15	4
8237	2014-11-12	645/2013	15	3
8238	2014-11-12	427/2012	3	6
8239	2014-11-12	870/2014	19	3
8240	2014-11-12	662/2013	2	2
8241	2014-11-12	235/2011	4	1
8242	2014-11-12	846/2014	6	3
8243	2014-11-12	561/2013	15	2
8244	2014-11-12	574/2013	2	3
8245	2014-11-12	639/2013	5	3
8246	2014-11-12	602/2013	1	4
8247	2014-11-12	736/2014	6	2
8248	2014-11-12	496/2012	2	4
8249	2014-11-12	861/2014	7	2
8250	2014-11-12	638/2013	2	5
8251	2014-11-12	187/2011	3	4
8252	2014-11-12	730/2014	6	3
8253	2014-11-12	745/2014	3	3
8254	2014-11-12	672/2013	4	6
8255	2014-11-12	832/2014	8	2
8256	2014-11-12	236/2011	3	3
8257	2014-11-12	736/2014	6	4
8258	2014-11-12	751/2014	2	5
8259	2014-11-12	253/2011	4	2
8260	2014-11-12	884/2014	14	4
8261	2014-11-12	555/2013	2	4
8262	2014-11-12	589/2013	21	4
8263	2014-11-12	735/2014	18	3
8264	2014-11-12	837/2014	1	4
8265	2014-11-12	658/2013	4	2
8266	2014-11-12	473/2012	22	3
8267	2014-11-12	464/2012	5	4
8268	2014-11-12	861/2014	11	2
8269	2014-11-12	403/2012	1	4
8270	2014-11-12	726/2014	8	3
8271	2014-11-12	405/2012	3	6
8272	2014-11-12	817/2014	15	5
8273	2014-11-12	136/2011	1	5
8274	2014-11-12	189/2011	2	5
8275	2014-11-12	722/2014	4	3
8276	2014-11-12	459/2012	5	5
8277	2014-11-12	140/2011	2	4
8278	2014-11-12	626/2013	2	6
8279	2014-11-12	491/2012	5	5
8280	2014-11-12	234/2011	3	4
8281	2014-11-12	796/2014	15	6
8282	2014-11-12	833/2014	15	5
8283	2014-11-12	875/2014	5	4
8284	2014-11-12	604/2013	4	3
8285	2014-11-12	569/2013	21	2
8286	2014-11-12	133/2011	2	3
8287	2014-11-12	817/2014	5	4
8288	2014-11-12	700/2013	5	3
8289	2014-11-12	282/2012	4	3
8290	2014-11-12	695/2013	5	2
8291	2014-11-12	813/2014	10	5
8292	2014-11-12	815/2014	5	3
8293	2014-11-12	800/2014	4	5
8294	2014-11-12	768/2014	7	2
8295	2014-11-12	808/2014	6	4
8296	2014-11-12	720/2014	2	4
8297	2014-11-12	659/2013	20	3
8298	2014-11-12	825/2014	12	2
8299	2014-11-12	548/2013	4	3
8300	2014-11-12	859/2014	13	2
8301	2014-11-12	737/2014	19	5
8302	2014-11-12	554/2013	2	3
8303	2014-11-12	765/2014	9	5
8304	2014-11-12	303/2012	1	4
8305	2014-11-12	781/2014	13	6
8306	2014-11-12	318/2012	10	3
8307	2014-11-12	529/2013	20	4
8308	2014-11-12	810/2014	19	6
8309	2014-11-12	714/2014	14	6
8310	2014-11-12	765/2014	1	3
8311	2014-11-12	557/2013	21	4
8312	2014-11-12	533/2013	3	5
8313	2014-11-12	178/2011	1	4
8314	2014-11-12	657/2013	4	2
8315	2014-11-12	884/2014	10	3
8316	2014-11-12	776/2014	14	5
8317	2014-11-12	743/2014	9	3
8318	2014-11-12	557/2013	1	5
8319	2014-11-12	837/2014	7	2
8320	2014-11-12	174/2011	2	1
8321	2014-11-12	416/2012	4	2
8322	2014-11-12	502/2012	1	3
8323	2014-11-12	813/2014	18	5
8324	2014-11-12	850/2014	4	2
8325	2014-11-12	844/2014	8	4
8326	2014-11-12	760/2014	2	3
8327	2014-11-12	511/2012	3	5
8328	2014-11-12	241/2011	3	6
8329	2014-11-12	702/2014	10	4
8330	2014-11-12	521/2013	5	3
8331	2014-11-12	807/2014	5	3
8332	2014-11-12	758/2014	2	2
8333	2014-11-12	241/2011	4	4
8334	2014-11-12	800/2014	8	4
8335	2014-11-12	863/2014	5	2
8336	2014-11-12	840/2014	10	3
8337	2014-11-12	399/2012	1	5
8338	2014-11-12	709/2014	7	2
8339	2014-11-12	780/2014	7	2
8340	2014-11-12	175/2011	3	3
8341	2014-11-12	831/2014	1	4
8342	2014-11-12	157/2011	3	2
8343	2014-11-12	343/2012	3	2
8344	2014-11-12	844/2014	8	3
8345	2014-11-12	758/2014	19	4
8346	2014-11-12	133/2011	3	3
8347	2014-11-12	755/2014	3	3
8348	2014-11-12	337/2012	1	5
8349	2014-11-12	410/2012	10	2
8350	2014-11-12	515/2013	1	4
8351	2014-11-12	597/2013	3	3
8352	2014-11-12	459/2012	1	4
8353	2014-11-12	653/2013	3	6
8354	2014-11-12	865/2014	9	1
8355	2014-11-12	732/2014	6	2
8356	2014-11-12	735/2014	13	3
8357	2014-11-12	524/2013	3	2
8358	2014-11-12	815/2014	3	5
